1,1,0.598659,0.596957,1.00285
1,2,0.493934,0.256875,1.92286
1,3,0.3048,0.107761,2.82848
1,4,0.481816,0.133414,3.61143
1,5,0.432303,0.0973174,4.4422
1,6,0.565157,0.109211,5.17492
1,7,0.631381,0.101471,6.22229
1,8,0.32033,0.0485817,6.59364
1,9,0.290139,0.0398159,7.28701
1,10,0.590868,0.0741067,7.9732
1,11,0.591937,0.0675455,8.76353
1,12,0.52016,0.0769987,6.75544
1,24,0.379375,0.0468439,8.09872
2,1,0.369793,0.369804,0.999968
2,2,0.374903,0.1992,1.88204
2,3,0.320427,0.110802,2.89189
2,4,0.319237,0.0893737,3.57193
2,5,0.289486,0.0668123,4.33283
2,6,0.403769,0.0791833,5.09916
2,7,0.395545,0.065496,6.03923
2,8,0.341537,0.0469646,7.27222
2,9,0.325141,0.0423361,7.68001
2,10,0.298981,0.0374318,7.98734
2,11,0.213494,0.022711,9.40046
2,12,0.294177,0.0444332,6.62066
2,24,0.334468,0.0401846,8.3233
